Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,41.942471,42.040928,41.844013,41.893242,34.819969,7392750
2020-01-03,41.991699,42.188614,41.893242,42.139381,35.024551,13425230
2020-01-06,41.942471,41.942471,41.597874,41.597874,34.574471,15883432
2020-01-07,41.597874,41.745556,41.450188,41.548645,34.533554,9816891
2020-01-08,41.351730,41.351730,41.154819,41.154819,34.206223,16380912
2020-01-09,41.351730,41.400959,41.204048,41.351730,34.369884,11659028
2020-01-10,41.351730,41.450188,41.302502,41.400959,34.410801,16137306
2020-01-13,41.745556,42.237839,41.745556,42.188614,35.065468,25350137
2020-01-14,42.385525,42.385525,41.991699,42.188614,35.065468,19698661
2020-01-15,42.336296,42.336296,42.040928,42.237839,35.106384,12171483
2020-01-16,42.139381,42.287067,42.040928,42.287067,35.147301,11552510
2020-01-17,42.336296,42.434753,42.237839,42.434753,35.270050,14772586
2020-01-20,42.434753,42.483982,42.336296,42.434753,35.270050,14314647
2020-01-30,41.302502,41.302502,39.924110,39.973339,33.224220,61671017
2020-01-31,40.022568,40.514851,39.924110,40.022568,33.265141,24976206
2020-02-03,39.382603,39.628742,39.038006,39.579514,32.896893,27820295
2020-02-04,42.336296,42.385525,40.071796,40.071796,33.306057,16549102
2020-02-05,40.170254,40.367165,39.874886,40.317940,33.510643,14829688
2020-02-06,40.465622,40.859447,40.465622,40.859447,33.960720,15154815
2020-02-07,40.514851,40.564079,40.268711,40.416393,33.592472,13662869
2020-02-10,40.071796,40.317940,39.924110,40.268711,33.469723,11073909
2020-02-11,40.711765,41.154819,40.711765,41.007133,34.083473,18565231
2020-02-12,41.253277,41.400959,41.007133,41.154819,34.206223,16864630
2020-02-13,41.253277,41.302502,40.908676,40.957905,34.042553,9441940
2020-02-14,40.859447,41.056362,40.810223,41.007133,34.083473,6613710
2020-02-17,40.859447,40.859447,40.662537,40.760990,33.878887,8668219
2020-02-18,40.711765,40.859447,40.514851,40.859447,33.960720,8510458
