Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,33.095238,33.238094,33.095238,33.095238,29.145124,105155
2020-01-03,33.095238,33.142857,32.857143,32.857143,28.935450,188149
2020-01-06,33.095238,33.095238,32.571426,32.666664,28.767704,98749
2020-01-07,32.761906,32.761906,31.809523,31.809523,28.012869,169575
2020-01-08,31.809523,31.904760,31.476191,31.857141,28.054804,93541
2020-01-09,32.095238,32.095238,31.571428,31.714285,27.928997,87156
2020-01-10,31.809523,32.000000,31.666666,31.714285,27.928997,75950
2020-01-13,31.714285,32.333332,31.714285,32.142857,28.306416,101851
2020-01-14,32.380951,32.952381,32.380951,32.761906,28.851576,181652
2020-01-15,32.761906,32.857143,32.142857,32.285713,28.432222,114887
2020-01-16,32.285713,32.428570,32.238094,32.333332,28.474157,28681
2020-01-17,32.380951,32.380951,32.190475,32.333332,28.474157,93040
2020-01-20,32.285713,32.380951,32.285713,32.333332,28.474157,48596
2020-01-30,31.380953,31.380953,30.476191,30.571428,26.922548,186726
2020-01-31,30.619047,31.190475,30.523809,31.047619,27.341904,79801
2020-02-03,31.047619,31.333332,30.000000,31.333332,27.593513,98304
2020-02-04,33.190475,33.190475,31.619047,31.619047,27.845127,61178
2020-02-05,31.619047,31.666666,31.428572,31.619047,27.845127,36750
2020-02-06,31.619047,31.619047,31.428572,31.571428,27.803192,180605
2020-02-07,31.428572,31.571428,30.666666,31.142857,27.425772,128105
2020-02-10,31.142857,31.142857,30.571428,31.095238,27.383837,61891
2020-02-11,30.857141,31.380953,30.857141,31.238094,27.509644,29612
2020-02-12,31.000000,31.285713,30.952379,31.285713,27.551579,57754
2020-02-13,31.428572,31.476191,31.047619,31.333332,27.593513,87339
2020-02-14,31.238094,31.333332,31.095238,31.333332,27.593513,32552
2020-02-17,31.000000,31.142857,30.952379,31.142857,27.425772,10636
2020-02-18,31.238094,31.238094,30.952379,31.000000,27.299967,31501
2020-02-19,31.000000,31.857141,30.952379,31.857141,28.054804,93892
2020-02-20,32.000000,32.095238,31.714285,31.857141,28.054804,85345
2020-02-21,31.857141,31.857141,31.619047,31.809523,28.012869,13652
2020-02-24,31.904760,31.904760,31.380953,31.523809,27.761257,61955
2020-02-25,31.047619,31.619047,31.047619,31.619047,27.845127,63000
2020-02-26,31.571428,31.714285,31.190475,31.714285,27.928997,79800
2020-02-27,31.714285,31.714285,31.095238,31.428572,27.677385,143082
2020-03-02,31.428572,31.428572,30.714285,31.428572,27.677385,107417
2020-03-03,31.428572,31.428572,31.333332,31.428572,27.677385,49373
2020-03-04,31.428572,31.428572,31.047619,31.380953,27.635452,54751
2020-03-05,31.428572,31.428572,31.285713,31.428572,27.677385,122882
