Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,14.182305,14.413718,14.149246,14.413718,13.210281,53998
2020-01-03,14.479836,14.545954,14.479836,14.545954,13.331475,124320
2020-01-06,14.512895,14.545954,14.446777,14.545954,13.331475,46208
2020-01-07,14.512895,14.612072,14.479836,14.612072,13.392073,41389
2020-01-08,14.579013,14.579013,14.512895,14.545954,13.331475,46129
2020-01-09,14.545954,14.545954,14.413718,14.545954,13.331475,23079
2020-01-10,14.512895,14.678190,14.479836,14.678190,13.452671,78647
2020-01-13,14.876544,14.876544,14.777367,14.810426,13.573866,71475
2020-01-14,14.777367,14.942662,14.777367,14.909603,13.664762,80462
2020-01-15,14.909603,15.273252,14.909603,15.074898,13.816257,96494
2020-01-16,15.008780,15.107957,15.008780,15.107957,13.846556,30614
2020-01-17,15.107957,15.273252,15.107957,15.273252,13.998050,30816
2020-01-20,15.273252,15.471606,15.273252,15.339370,14.058647,48029
2020-01-30,14.909603,15.174075,14.347600,15.174075,13.907153,127074
2020-01-31,15.174075,15.207134,15.041839,15.141016,13.876853,31761
2020-02-03,15.107957,15.107957,14.612072,14.942662,13.695062,70170
2020-02-04,14.942662,14.942662,14.876544,14.942662,13.695062,33425
2020-02-05,14.876544,14.909603,14.843485,14.909603,13.664762,18149
2020-02-06,14.876544,14.942662,14.810426,14.909603,13.664762,24199
2020-02-07,14.843485,14.843485,14.711249,14.711249,13.482970,19820
2020-02-10,14.744308,14.744308,14.512895,14.645131,13.422372,31226
2020-02-11,14.579013,14.678190,14.512895,14.678190,13.452671,87721
2020-02-12,14.579013,14.744308,14.545954,14.678190,13.452671,25711
2020-02-13,14.678190,14.777367,14.645131,14.777367,13.543568,26124
2020-02-14,14.777367,15.041839,14.777367,15.041839,13.785956,20039
2020-02-17,14.975721,14.975721,14.975721,14.975721,13.725361,4945
2020-02-18,14.942662,15.141016,14.942662,14.975721,13.725361,5302
2020-02-19,16.132786,16.132786,14.975721,15.207134,13.937452,53952
2020-02-20,15.207134,15.207134,15.074898,15.141016,13.876853,24695
2020-02-21,15.107957,15.107957,14.942662,14.942662,13.695062,41885
2020-02-24,14.942662,14.975721,14.942662,14.942662,13.695062,12402
2020-02-25,14.942662,14.975721,14.876544,14.975721,13.725361,47188
